,id,last_scraped,source,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,calendar_last_scraped,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
1032,1066635946994007412,2025-03-18,city scrape,Nice room 20 mn to New York,550271752,Meryem,2023-12-09,"Jersey City, NJ",,,0%,f,Journal Square,1,['phone'],t,t,,40.742373805364885,-74.06155094504356,Private room in rental unit,Private room,2,2.0,2 baths,1.0,1.0,"[""Smoke alarm"", ""Lock on bedroom door"", ""Outdoor dining area"", ""Kitchen"", ""TV"", ""Free parking on premises"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning""]",$90.00,28,365,28.0,365.0,,t,2025-03-18,1,0,0.0,2024-01-28,2024-01-28,4.0,5.0,4.0,4.0,3.0,5.0,5.0,f,0.07
1033,1067206162582886462,2025-03-18,city scrape,"Blueground | Jersey City, gym, w/d, nr path",107434423,Blueground,2016-12-16,"New York, NY",within an hour,99%,97%,f,Cambridge,5286,"['email', 'phone', 'work_email']",t,t,,40.7224587,-74.03543309999999,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Gym"", ""TV"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Wifi"", ""Microwave"", ""Oven"", ""Elevator"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Lockbox"", ""Hangers"", ""High chair"", ""Pool"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Patio or balcony"", ""Iron"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Essentials"", ""Bathtub"", ""Crib"", ""Shampoo""]",$277.00,31,1125,38.3,1125.0,,t,2025-03-18,0,0,0.0,,,,,,,,,,t,
1034,1067320750237229000,2025-03-18,city scrape,"Comfy Room C, 2 Min from PATH train to NYC",15044828,Sam,2014-05-03,"Jersey City, NJ",within a few hours,88%,89%,t,Journal Square,5,"['email', 'phone', 'work_email']",t,t,,40.73175,-74.06637,Private room in rental unit,Private room,1,2.0,2 baths,1.0,0.0,"[""Cooking basics"", ""Body soap"", ""Outdoor dining area"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Cleaning available during stay"", ""Hangers"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Iron"", ""Clothing storage"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""BBQ grill"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Paid parking on premises"", ""Shampoo""]",$71.00,28,365,28.0,365.0,,t,2025-03-18,28,255,18105.0,2024-05-09,2025-01-01,5.0,4.96,4.96,5.0,4.96,4.79,4.82,f,2.68
1035,1067326017422791053,2025-03-18,city scrape,The Graham Estate!,488470088,Alethea X,2022-11-20,,within an hour,100%,60%,f,Greenville,1,"['email', 'phone']",t,t,,40.70104,-74.08299,Entire home,Entire home/apt,1,2.0,2 baths,3.0,4.0,"[""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Lockbox"", ""Hangers"", ""Dedicated workspace"", ""Ceiling fan"", ""Bed linens"", ""Portable fans"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Laundromat nearby"", ""Iron"", ""Clothing storage"", ""Radiant heating"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Free driveway parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Single oven"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Coffee maker: drip coffee maker""]",$180.00,28,355,28.0,355.0,,t,2025-03-18,2,112,20160.0,2024-08-25,2024-09-07,4.0,4.5,4.0,4.0,5.0,3.0,4.0,f,0.29
1036,1067369085278945466,2025-03-18,city scrape,3 Bd 1 Bth Apt - Minutes to PATH,319005137,Robert,2019-12-19,"Jersey City, NJ",within an hour,100%,100%,f,Downtown Jersey City,125,['phone'],t,t,,40.72875,-74.05654,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Self check-in"", ""Air conditioning"", ""Cleaning available during stay"", ""Dryer"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Freezer"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Fire extinguisher"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Exterior security cameras on property"", ""Crib"", ""Shampoo""]",$148.00,3,365,2.9,363.7,,t,2025-03-18,24,202,29896.0,2024-03-07,2025-02-07,4.46,4.58,4.67,4.83,4.63,4.75,4.58,f,1.91
1037,1068829803123134127,2025-03-18,city scrape,2B1B w/Parking 11 mins to NYC,24724724,Mavis,2014-12-11,"Jersey City, NJ",within an hour,100%,99%,t,Journal Square,2,"['email', 'phone']",t,t,,40.72911,-74.05604,Entire home,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Trash compactor"", ""Board games"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Hangers"", ""Room-darkening shades"", ""Free parking on premises"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Freezer"", ""Keypad"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Baby safety gates"", ""Shampoo""]",$120.00,1,28,1.3,28.0,,t,2025-03-18,71,255,30600.0,2024-01-29,2025-03-02,4.82,4.85,4.79,4.92,4.96,4.82,4.82,f,5.13
1038,1070501912396806416,2025-03-18,city scrape,"2 Queen Beds, Walk to Path Train, Full Kitchen",424296351,Michael,2021-09-23,,within a day,53%,65%,f,Brickell,112,"['email', 'phone']",t,t,Neighborhood highlights,40.72976,-74.0565,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Dining table"", ""Cooking basics"", ""Single level home"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Private entrance"", ""Hangers"", ""Room-darkening shades"", ""Central heating"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Clothing storage: closet and wardrobe"", ""Central air conditioning"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""Coffee maker: drip coffee maker""]",$133.00,28,365,28.0,365.0,,t,2025-03-18,29,255,33915.0,2024-01-29,2025-02-05,4.41,4.45,4.28,4.79,4.55,4.38,4.34,f,2.1
1039,1070599969710788200,2025-03-18,city scrape,Guesthouse mins from NYC,273110504,Malesha,2019-07-02,,within an hour,100%,100%,t,The Heights,3,"['email', 'phone']",t,t,,40.7408,-74.05527,Entire guesthouse,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Pets allowed"", ""Body soap"", ""Outdoor dining area"", ""Hair dryer"", ""Single level home"", ""TV"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Luggage dropoff allowed"", ""Hockey rink"", ""Board games"", ""Private entrance"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Cleaning available during stay"", ""Mini fridge"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Ceiling fan"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Children\u2019s books and toys"", ""Cleaning products"", ""Freezer"", ""Laundromat nearby"", ""Keypad"", ""Iron"", ""Clothing storage"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Outdoor furniture"", ""Exercise equipment"", ""Shampoo""]",$75.00,1,365,1.0,365.0,,t,2025-03-18,9,83,6225.0,2024-05-13,2024-12-21,5.0,5.0,4.89,5.0,5.0,4.89,4.89,t,0.87
1040,1071238863507581776,2025-03-19,previous scrape,Apartment with NYC skyline views,102743857,Mayank,2016-11-06,"Jersey City, NJ",,,,f,Newport,1,"['email', 'phone']",t,t,,40.72883,-74.03066,Private room in rental unit,Private room,2,,1 bath,,,"[""Smoke alarm"", ""Kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Washer"", ""Wifi"", ""Exercise equipment""]",,28,365,28.0,365.0,,t,2025-03-19,0,0,,,,,,,,,,,f,
1041,1071712982309364283,2025-03-18,city scrape,"Cozy room near Path, 25 mins to World Trade Center",29876409,John,2015-03-23,"New York, NY",within an hour,100%,100%,t,McGinley Square,7,"['email', 'phone', 'work_email']",t,t,,40.7262093392705,-74.07080490142107,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hair dryer"", ""Kitchen"", ""Lockbox"", ""Self check-in"", ""Refrigerator"", ""Heating"", ""Essentials"", ""Carbon monoxide alarm"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Shampoo"", ""Air conditioning""]",$56.00,28,365,28.0,365.0,,t,2025-03-18,60,255,14280.0,2024-01-28,2025-02-17,4.95,4.95,4.78,4.93,5.0,4.7,4.88,t,4.33
1042,1073508729376593294,2025-03-18,city scrape,Rare Find - A Commuter's Dream!,449627040,Sandy J Consulting,2022-03-14,,within a few hours,67%,99%,f,West Side,1,"['email', 'phone']",t,t,,40.72278,-74.07626,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Free street parking"", ""Bidet"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Oven"", ""Toaster"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Lockbox"", ""Central heating"", ""Ethernet connection"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Window guards"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Shower gel"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Bathtub"", ""Shampoo""]",$102.00,28,365,28.0,365.0,,t,2025-03-18,4,224,22848.0,2024-03-18,2024-05-13,4.25,4.75,4.25,4.75,4.5,4.5,4.25,f,0.33
1043,1073510277678181646,2025-03-18,city scrape,Cosy room with a central location,106979335,Lauren,2016-12-12,"New York, NY",within an hour,100%,99%,f,Bergen-Lafayette,3,['phone'],t,t,,40.7119,-74.0663,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Microwave"", ""Toaster"", ""Oven"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Self check-in"", ""Air conditioning"", ""Mini fridge"", ""Portable heater"", ""Lockbox"", ""Central heating"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Fast wifi \u2013 275 Mbps"", ""Private backyard""]",$61.00,1,29,1.0,29.0,,t,2025-03-18,77,255,15555.0,2024-02-03,2025-03-02,4.69,4.71,4.6,4.75,4.92,4.38,4.65,f,5.63
1044,1073531987953010906,2025-03-18,city scrape,Central room close to Manhattan,106979335,Lauren,2016-12-12,"New York, NY",within an hour,100%,99%,f,Bergen-Lafayette,3,['phone'],t,t,,40.71174,-74.06567,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""Luggage dropoff allowed"", ""Self check-in"", ""Air conditioning"", ""Mini fridge"", ""Lockbox"", ""Free parking on premises"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Backyard"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials""]",$79.00,1,365,1.0,365.0,,t,2025-03-18,76,255,20145.0,2024-02-01,2025-01-26,4.76,4.79,4.63,4.88,4.91,4.45,4.64,f,5.53
1045,1076062014627272595,2025-03-18,city scrape,Pet-friendly Suite: Near Hudson River Waterfront!,501999514,RoomPicks,2023-02-20,,within an hour,100%,98%,f,Central Business District,2903,"['email', 'phone']",t,t,Neighborhood highlights,40.72095,-74.03437,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Pets allowed"", ""Building staff"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""First aid kit"", ""Iron"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking on premises"", ""Essentials"", ""Shampoo""]",$405.00,1,1125,1.0,457.9,,t,2025-03-18,10,55,22275.0,2024-02-11,2024-07-21,4.3,4.5,4.6,4.1,4.3,4.8,4.1,t,0.75
1046,1076197013919287300,2025-03-18,city scrape,-Modern Private Room close to NYC,183350093,Tommy,2018-04-09,,within an hour,99%,99%,,The Heights,33,"['email', 'phone']",t,t,Neighborhood highlights,40.74196,-74.04584,Private room in rental unit,Private room,2,2.0,2 baths,1.0,1.0,"[""Outdoor dining area"", ""Hair dryer"", ""TV"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Toaster"", ""Board games"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Mini fridge"", ""Hangers"", ""Conditioner"", ""Dedicated workspace"", ""Portable fans"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Kitchenette"", ""Keypad"", ""Iron"", ""Shower gel"", ""Fire extinguisher"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Outdoor furniture"", ""Shampoo""]",$55.00,1,28,1.1,28.0,,t,2025-03-18,53,255,14025.0,2024-02-20,2025-03-01,4.26,4.42,4.17,4.81,4.6,4.3,4.36,f,4.05
1047,1076229137857560672,2025-03-18,city scrape,Private Large Studio in JC Heights 20 min to NYC,53998901,Bola,2016-01-09,"Jersey City, NJ",within an hour,95%,100%,f,The Heights,2,"['email', 'phone']",t,f,,40.7521,-74.05166,Entire condo,Entire home/apt,6,1.0,1 bath,0.0,2.0,"[""Dining table"", ""Pets allowed"", ""Body soap"", ""Free street parking"", ""Clothing storage: walk-in closet"", ""Carbon monoxide alarm"", ""Microwave"", ""Board games"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Mini fridge"", ""Portable heater"", ""Hangers"", ""Room-darkening shades"", ""Central heating"", ""Conditioner"", ""Bed linens"", ""Hot water"", ""HDTV with Amazon Prime Video, Netflix, Disney+, Fire TV"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Laundromat nearby"", ""Keypad"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Fast wifi \u2013 284 Mbps"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Shampoo""]",$77.00,3,16,3.0,16.0,,t,2025-03-18,62,255,19635.0,2024-04-05,2025-03-15,4.74,4.79,4.9,4.97,4.92,4.66,4.73,t,5.34
1048,1076254322968505760,2025-03-18,city scrape,JC/NYC Comfy Retreat: Private Bedroom,501979284,Tatyana,2023-02-20,"Jersey City, NJ",within an hour,100%,96%,t,Journal Square,9,"['email', 'phone']",t,t,,40.73107,-74.05913,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,"[""Body soap"", ""Hair dryer"", ""Kitchen"", ""Host greets you"", ""Carbon monoxide alarm"", ""Wifi"", ""Hangers"", ""Paid washer \u2013 In building"", ""Central heating"", ""Conditioner"", ""Fire pit"", ""Paid dryer \u2013 In building"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Window AC unit"", ""First aid kit"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo""]",$66.00,1,365,1.0,365.0,,t,2025-03-18,79,255,16830.0,2024-02-10,2025-02-21,4.84,4.94,4.77,4.81,4.91,4.87,4.75,f,5.88
1049,1076703535830610576,2025-03-18,city scrape,New and Luxury 4BD/3BA APT in Hoboken 15min to NYC,529291676,Alta Gama Luxury Rentals,2023-08-01,"Miami, FL",within an hour,100%,100%,f,West Side,10,['phone'],t,t,Neighborhood highlights,40.7471413,-74.0465696,Entire rental unit,Entire home/apt,9,3.0,3 baths,4.0,6.0,"[""Dining table"", ""Cooking basics"", ""Pets allowed"", ""Dove conditioner"", ""Hair dryer"", ""Kitchen"", ""General Electric stainless steel single oven"", ""Gym"", ""Smart lock"", ""TV"", ""General Eelectric refrigerator"", ""Free street parking"", ""Arcade games"", ""Heating - split type ductless system"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Private entrance"", ""Self check-in"", ""Coffee"", ""Cleaning available during stay"", ""Hangers"", ""Dove shampoo"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Breakfast"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Essentials"", ""Exterior security cameras on property"", ""GE stainless steel gas stove"", ""Clothing storage: dresser"", ""Dove body soap""]",$261.00,1,365,2.9,1125.0,,t,2025-03-18,50,255,66555.0,2024-02-19,2025-03-16,4.76,4.86,4.84,4.94,4.86,4.71,4.71,t,3.81
1050,1076725403561657940,2025-03-18,city scrape,Sunny Room-Steps 2 PATH train-15 mins to Manhattan,207038607,Paul,2018-08-03,,within a few hours,100%,98%,f,West Side,13,"['email', 'phone']",t,t,,40.73374,-74.06632,Private room in home,Private room,1,2.0,2 baths,1.0,1.0,"[""Dining table"", ""Cooking basics"", ""Outdoor dining area"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Air conditioning"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Cleaning products"", ""Freezer"", ""Laundromat nearby"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials""]",$39.00,29,365,29.0,365.0,,t,2025-03-18,6,255,9945.0,2024-04-30,2024-12-08,4.83,4.83,4.33,5.0,5.0,4.5,4.33,t,0.56
1051,1076754312092901568,2025-03-18,city scrape,New and Luxury 2BR/2BA Gem in Hoboken 20min to NYC,529291676,Alta Gama Luxury Rentals,2023-08-01,"Miami, FL",within an hour,100%,100%,f,West Side,10,['phone'],t,t,Neighborhood highlights,40.7471413,-74.0465696,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,"[""Dining table"", ""Cooking basics"", ""Pets allowed"", ""Dove conditioner"", ""Single level home"", ""Hair dryer"", ""Kitchen"", ""General Electric stainless steel single oven"", ""Smart lock"", ""TV"", ""Free street parking"", ""Heating - split type ductless system"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Self check-in"", ""Coffee"", ""Cleaning available during stay"", ""City skyline view"", ""Hangers"", ""Room-darkening shades"", ""Dove shampoo"", ""Dedicated workspace"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Breakfast"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker"", ""General Electric refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""GE stainless steel gas stove"", ""Clothing storage: dresser"", ""Dove body soap"", ""Crib""]",$134.00,1,365,2.9,1125.0,,t,2025-03-18,53,255,34170.0,2024-01-30,2025-03-06,4.83,4.91,4.92,4.92,4.92,4.79,4.83,t,3.84
1052,1076757584866029145,2025-03-18,city scrape,Modern 4BED/3BA Gem in Hoboken 15min to New York,529291676,Alta Gama Luxury Rentals,2023-08-01,"Miami, FL",within an hour,100%,100%,f,West Side,10,['phone'],t,t,Neighborhood highlights,40.7471413,-74.0465696,Entire rental unit,Entire home/apt,10,3.0,3 baths,4.0,7.0,"[""Dining table"", ""Cooking basics"", ""Pets allowed"", ""Dove conditioner"", ""Hair dryer"", ""Kitchen"", ""General Electric stainless steel single oven"", ""Private patio or balcony"", ""Smart lock"", ""TV"", ""Rice maker"", ""Free street parking"", ""Heating - split type ductless system"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Self check-in"", ""Coffee"", ""Cleaning available during stay"", ""Hangers"", ""Room-darkening shades"", ""Dove shampoo"", ""Dedicated workspace"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Breakfast"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker"", ""General Electric refrigerator"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""GE stainless steel gas stove"", ""Clothing storage: dresser"", ""Dove body soap"", ""Crib""]",$261.00,1,365,2.9,1125.0,,t,2025-03-18,66,255,66555.0,2024-02-05,2025-03-09,4.59,4.56,4.55,4.77,4.7,4.53,4.5,t,4.85
1053,1076758978084544095,2025-03-18,city scrape,Chic and Luxury Apt in Heart of Hoboken 20min/NYC!,529291676,Alta Gama Luxury Rentals,2023-08-01,"Miami, FL",within an hour,100%,100%,f,West Side,10,['phone'],t,t,Neighborhood highlights,40.7471413,-74.0465696,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,"[""Dining table"", ""Cooking basics"", ""Pets allowed"", ""Dove conditioner"", ""Single level home"", ""Hair dryer"", ""Kitchen"", ""General Electric stainless steel single oven"", ""Smart lock"", ""TV"", ""Free street parking"", ""Arcade games"", ""Heating - split type ductless system"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Private entrance"", ""Self check-in"", ""Coffee"", ""Cleaning available during stay"", ""Hangers"", ""Room-darkening shades"", ""Dove shampoo"", ""Dedicated workspace"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Breakfast"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker"", ""General Electric refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""GE stainless steel gas stove"", ""Clothing storage: dresser"", ""Dove body soap"", ""Crib""]",$134.00,1,365,2.9,1125.0,,t,2025-03-18,35,255,34170.0,2024-02-07,2025-03-10,4.54,4.49,4.86,4.83,4.91,4.46,4.57,t,2.59
